Corporate-Credit-Rating,Name STRING,Symbol STRING,Rating_Agency_Name STRING,Date STRING,Sector STRING,currentRatio REAL,quickRatio REAL,cashRatio REAL,daysOfSalesOutstanding REAL,netProfitMargin REAL,pretaxProfitMargin REAL,grossProfitMargin REAL,operatingProfitMargin REAL,returnOnAssets REAL,returnOnCapitalEmployed REAL,returnOnEquity REAL,assetTurnover REAL,fixedAssetTurnover REAL,debtEquityRatio REAL,debtRatio REAL,effectiveTaxRate REAL,freeCashFlowOperatingCashFlowRatio REAL,freeCashFlowPerShare REAL,cashPerShare REAL,companyEquityMultiplier REAL,ebitPerRevenue REAL,enterpriseValueMultiple REAL,operatingCashFlowPerShare REAL,operatingCashFlowSalesRatio REAL,payablesTurnover REAL,
AA,American States Water Company,AWR,Egan-Jones Ratings Company,6/3/2015,Public Utilities,2.10948736,0.971910565,0.765313727,14.74289971,0.131084542,0.212769246,1,0.255575999,0.044299564,0.077486615,0.120477268,0.337946511,0.464157167,1.719603947,0.632299401,0.383912175,0.555625651,2.346655285,2.009596979,2.719603947,0.212769246,11.0855066,4.223446635,0.350522015,0,
AA,American States Water Company,AWR,Egan-Jones Ratings Company,9/1/2015,Public Utilities,1.074408738,0.201737553,0.03533403,15.07300917,0.131876566,0.214143524,1,0.258348033,0.044849474,0.080169424,0.129809312,0.340086757,0.432356329,1.894333022,0.654497256,0.384167388,0.082211362,0.209205916,0.159833106,2.894333022,0.214143524,12.52737663,2.544732408,0.207449835,0,
CCC,"PRA Health Sciences,Inc.",PRAH,Standard  Poor\s Ratings Services,9/19/2014,Health Care,1.047961214,0.922707116,0.196264227,84.71927314,-0.024487766,-0.030074281,0.279105171,0.037397591,-0.016140103,0.021762136,-0.052809113,0.659108849,20.01269658,2.27191921,0.694368982,0.185757244,0.197185168,0.11719737,1.598414261,3.27191921,0.02606424,15.23610034,0.594351855,0.023317571,26.91069054,
B,"PRA Health Sciences,Inc.",PRAH,Standard  Poor\s Ratings Services,9/30/2015,Health Care,1.082637081,0.779870939,0.228433148,65.80495302,0.050663524,0.071358952,1,0.101802919,0.036686599,0.067793447,0.116354689,0.724122521,20.00078076,2.171585634,0.6847003,0.260530543,0.786472839,2.0155424,2.040406904,3.171585634,0.071358952,13.60772722,2.562761611,0.095221277,0,
CCC,Caesars Entertainment Corporation,CZR,Egan-Jones Ratings Company,4/1/2014,Consumer Services,1.489766082,1.164532954,1.094989727,0,-0.344427959,-0.520987885,0.923081416,-0.261060551,-0.119413988,-0.201258231,0.944330557,0.346702364,0.646605579,-8.908039718,1.126453588,0.347505326,7.638939671,-6.52890625,23.025,-7.908039718,-0.520987885,-18.55198804,-0.8546875,-0.012780822,1.487237407,
C,Caesars Entertainment Corporation,CZR,Egan-Jones Ratings Company,9/11/2015,Consumer Services,0.882851446,0.702392822,0.666999003,0,1.272024065,1.290073055,0.914267297,0.123119897,0.485444854,0.589262931,5.997973658,0.381631816,0.612529613,11.3556231,0.919065191,-0.00916056,-1.916666667,-1.586206897,9.717241379,12.3556231,1.290073055,6.539299803,0.827586207,0.025784272,2.229050279,
CC,Caesars Entertainment Corporation,CZR,Egan-Jones Ratings Company,11/14/2014,Consumer Services,0.200929978,0.158150985,0.153501094,0,-0.326796618,-0.377759512,0.918506341,-0.053076562,-0.118249416,-0.612178877,0.55693416,0.361844062,0.632877527,-5.709825896,1.212322074,0.168790799,2.357823129,-12.29078014,20.5035461,-4.709825896,-0.377759512,32.99622556,-5.212765957,-0.086308126,1.988538682,
CCC,Caesars Entertainment Corporation,CZR,Moody\s Investors Service,4/5/2013,Consumer Services,1.349766256,0.94173782,0.679017115,255.2447552,-1.805522064,-1.667108753,0.204123463,-0.377863516,-0.053485772,-0.054416013,3.637357299,0.029623439,0.052822306,-69.00607238,1.014704569,0.629565343,-18.15849057,-3.8496,14.86,-68.00607238,-1.667108753,23.55421756,0.212,0.031950808,1.754651781,
BBB,"Yum! Brands,Inc.",YUM,Standard  Poor\s Ratings Services,10/20/2015,Consumer Services,0.546632124,0.380505181,0.238665803,10.50019077,0.098664632,0.136360168,0.285845097,0.146585273,0.160123839,0.358331662,1.419319429,1.622910217,3.128431607,7.86388584,0.887182663,0.273642977,0.54511454,2.674311927,1.830275229,8.86388584,0.136360168,9.132008996,4.905963303,0.163220145,4.714861461,
BBB,"Yum! Brands,Inc.",YUM,Moody\s Investors Service,6/15/2012,Consumer Services,0.947346939,0.673877551,0.488979592,8.267859971,0.104466973,0.131395533,0.276096943,0.14375099,0.149309486,0.259868421,0.723532639,1.429250623,3.123701138,3.845858475,0.793638216,0.195298373,0.566820276,2.622601279,2.910447761,4.845858475,0.131395533,9.656086779,4.626865672,0.171867575,4.877267876,
AA,"J.B. Hunt Transport Services,Inc.",JBHT,Egan-Jones Ratings Company,4/17/2014,Transportation,0.954944293,0.89645316,0.008186203,37.15763216,0.061308559,0.099124534,1,0.103268093,0.121437722,0.262714583,0.338171094,1.980762956,2.643954372,1.78472856,0.640898573,0.381499653,0.140889456,688.9798977,596.1821727,2.78472856,0.099124534,0.857083314,4890.216179,0.102846038,19774.75979,
AA,"J.B. Hunt Transport Services,Inc.",JBHT,Egan-Jones Ratings Company,4/16/2015,Transportation,1.448921536,1.246107422,0.009813347,38.70528888,0.060789163,0.098062896,1,0.102432575,0.110326492,0.216727803,0.311153876,1.814903932,2.483529316,1.82030065,0.645427873,0.380100264,-0.250147268,-1382.820513,881.5213675,2.82030065,0.098062896,1.011721301,5528.025641,0.104903931,20314.8804,
AA,"J.B. Hunt Transport Services,Inc.",JBHT,Egan-Jones Ratings Company,10/16/2015,Transportation,1.614086327,1.400714102,0.010454212,38.61045541,0.069046452,0.111545328,1,0.115664988,0.117483055,0.222348469,0.328553346,1.701507493,2.29059326,1.796601997,0.642423197,0.381000952,0.169683548,1281.03253,788.5923736,2.796601997,0.111545328,1.097187565,7549.538802,0.141137357,19100.9955,
BB,"Holly Energy Partners, L.P.",HEP,Standard  Poor\s Ratings Services,7/12/2016,Energy,0.879786823,2.735954275,0.056491851,7.123093798,0.393592228,0.392681877,0.691610101,0.485264014,0.083981474,0.086768248,0.335404872,0.213371779,0.302653202,2.993795982,0.749611647,-0.001805226,-0.307940745,-1.248530198,2.827131213,3.993795982,0.392681877,12.924382,4.054449492,0.603786162,4.601959765,
BB,Crown Castle International Corporation,CCI,Fitch Ratings,10/3/2012,Consumer Services,1.277468013,0.51233421,0.356554629,28.93271824,0.077521088,0.104954207,0.921999605,0.343111712,0.011721512,0.017192281,0.064171589,0.151204177,0.351668825,4.474685121,0.817341093,-0.391904277,0.428672577,1.144801839,1.525706483,5.474685121,0.104954207,20.2293442,2.670574001,0.317574445,1.635789964,
B,Crown Castle International Corporation,CCI,Standard  Poor\s Ratings Services,8/28/2013,Consumer Services,1.180193472,0.625763002,0.295343521,30.18234116,0.029814544,0.096787503,0.893565146,0.30499202,0.004375402,0.014745504,0.013009193,0.146753945,0.337784209,1.973256739,0.663668466,0.679002766,0.54122147,2.247179477,0.74943556,2.973256739,0.096787503,18.19242855,4.15205161,0.409496609,2.212579957,
BBB,Crown Castle International Corporation,CCI,Fitch Ratings,1/11/2016,Consumer Services,1.147159881,0.57531428,0.209044284,31.21116006,0.415134786,0.129325401,0.902409514,0.258247401,0.069022286,0.022370605,0.214549948,0.166264761,0.382445637,2.108415579,0.678292695,-0.10859825,0.493378297,2.658041093,0.536963742,3.108415579,0.129325401,20.19090045,5.387430106,0.489655556,2.239925076,
BBB,Crown Castle International Corporation,CCI,Egan-Jones Ratings Company,4/30/2015,Consumer Services,1.036228426,0.561607903,0.195364515,32.56703598,0.105833408,0.105188673,0.890023643,0.269270253,0.018469844,0.019172469,0.058144717,0.174518083,0.403340464,2.148089291,0.682347002,-0.027413213,0.531803041,2.666408869,0.528495164,3.148089291,0.105188673,19.39775013,5.013903016,0.45153994,2.420345696,
BB,Albemarle Corporation,ALB,Egan-Jones Ratings Company,9/15/2015,Basic Industries,1.132566332,0.773758648,0.132205099,55.26258752,0.091721521,0.098097545,0.327790247,0.12117075,0.034831567,0.044782729,0.10290893,0.379753477,1.469505034,1.954473217,0.661530186,0.0813039,0.368849618,1.196596571,6.278858089,2.954473217,0.098097545,13.50997419,3.244131244,0.098782774,8.007591749,
BB,Albemarle Corporation,ALB,Egan-Jones Ratings Company,1/29/2015,Basic Industries,2.937881507,2.565522342,2.18422544,57.49319989,0.054513753,0.087170238,0.315204609,0.110935463,0.025524291,0.052208589,0.098065048,0.468217456,1.985235431,2.842028298,0.739720813,0.086706477,0.775529883,4.854541527,32.26582037,3.842028298,0.087170238,11.31654163,6.259644709,0.201430927,7.227724909,
AA,"Walgreens Boots Alliance,Inc.",WBA,Egan-Jones Ratings Company,8/15/2013,Health Care,1.336710571,0.533378363,0.237082067,13.30268496,0.035282551,0.056039437,0.292438069,0.056385616,0.071813083,0.158357771,0.130975635,2.035371044,5.949662218,0.823840855,0.451706547,0.370397826,0.718205069,3.26877034,2.22856275,1.823840855,0.058324217,9.78747916,4.551305028,0.059556614,11.02437972,
A,"Walgreens Boots Alliance,Inc.",WBA,Egan-Jones Ratings Company,4/13/2015,Health Care,1.376278808,0.659246768,0.297470489,15.37556289,0.025290606,0.04526652,0.282346319,0.054901037,0.051865772,0.127455475,0.094184176,2.050791946,6.232520193,0.810851655,0.44652349,0.441295547,0.715900334,2.913563411,2.766160311,1.815921611,0.047308619,11.87410699,4.06978915,0.050960834,12.70521437,
A,"Walgreens Boots Alliance,Inc.",WBA,Egan-Jones Ratings Company,6/26/2013,Health Care,1.233662004,0.397156615,0.148704426,11.04176846,0.029693019,0.047129116,0.283975263,0.048357601,0.06356464,0.140016168,0.11663742,2.140726795,5.950573185,0.834941873,0.455023609,0.369964455,0.65019183,3.355990279,1.510836304,1.834941873,0.048357601,7.640920623,5.161538676,0.061856965,11.69958942,
BBB,"Walgreens Boots Alliance,Inc.",WBA,Egan-Jones Ratings Company,10/27/2015,Health Care,1.187231986,0.59485414,0.181192245,24.16655388,0.04079502,0.051341789,0.260276091,0.045125865,0.061353261,0.101694591,0.136742166,1.503939984,6.865144677,1.2287677,0.551321567,0.198832612,0.779131356,4.230253067,2.875766871,2.2287677,0.051341789,13.64208096,5.429447853,0.054754263,7.585249802,
BBB,"Valmont Industries,Inc.",VMI,Standard  Poor\s Ratings Services,8/28/2015,Capital Goods,3.346988438,0.95231262,0.95231262,0,0.015318123,0.03551344,0.237132884,0.050285919,0.016719401,0.045751483,0.043679452,1.091478469,4.918268734,1.612500966,0.617225022,0.50992936,0.833002163,9.738878392,14.98943662,2.612500966,0.03551344,12.30158904,11.69130024,0.103961398,11.10044282,
BBB,"Valmont Industries,Inc.",VMI,Standard  Poor\s Ratings Services,8/8/2016,Capital Goods,3.582172829,1.143205049,1.143205049,0,0.068697168,0.087423602,0.260240808,0.096564348,0.07242955,0.107966029,0.183609226,1.054330943,4.864954132,1.535004377,0.605523364,0.190801709,0.735727843,7.146884141,17.72661998,2.535004377,0.087423602,11.13250174,9.714032444,0.086913624,10.51019224,
BBB,"Valmont Industries,Inc.",VMI,Standard  Poor\s Ratings Services,5/30/2012,Capital Goods,3.070411939,0.889293504,0.889293504,0,0.085782347,0.087829704,0.250541052,0.098933676,0.099002808,0.123159252,0.199054546,1.154116343,5.850988289,1.010594946,0.502634779,0.019635776,0.444989343,2.529606138,13.78305291,2.010594946,0.087829704,8.550445201,5.684644309,0.056236004,8.504713542,
BBB,"Valmont Industries,Inc.",VMI,Standard  Poor\s Ratings Services,5/2/2013,Capital Goods,3.457385806,1.004112183,1.004112183,0,0.077263189,0.118595523,0.264877089,0.126189413,0.09112998,0.166637447,0.17339797,1.179474731,5.910007959,0.902754402,0.474446098,0.352088842,0.507481088,3.778587889,15.64462997,1.902754402,0.118595523,8.675613108,7.445770844,0.06505837,10.48414963,
BBB,"Valmont Industries,Inc.",VMI,Standard  Poor\s Ratings Services,9/17/2014,Capital Goods,3.506777203,0.935463,0.935463,0,0.058907325,0.090992631,0.2587512,0.114537183,0.067398673,0.12183863,0.153079504,1.144147567,5.149851679,1.271253993,0.559714588,0.333918637,0.580559002,3.929896186,14.44764571,2.271253993,0.090992631,7.891971775,6.769158988,0.055743845,11.77740696,
B,Fiat Chrysler Automobiles N.V.,FCAU,Moody\s Investors Service,5/10/2016,Capital Goods,0.928171115,0.583924683,0.416538989,23.30033003,0.003020028,0.004521,0.117319951,0.022442244,0.003158303,0.051042761,0.019875037,1.045785935,4.028374736,5.283249033,0.839550651,0.332,0.095579941,0.550222155,12.93199175,6.292948527,0.025914372,2.866120787,5.756669782,0.088168543,4.547868623,
BB,Fiat Chrysler Automobiles N.V.,FCAU,Fitch Ratings,4/10/2015,Capital Goods,1.01816296,0.739956206,0.526449234,33.72858821,0.006065784,0.010593763,0.128662965,0.028737719,0.005615478,0.05267987,0.040386803,0.925762983,3.545895183,6.169795222,0.857863152,0.427419355,0.044681112,0.215483999,13.84410895,7.192050626,0.032496796,3.371592187,4.822708999,0.08723836,4.109600081,
CCC,Uniti GroupInc.,UNIT,Moody\s Investors Service,12/12/2016,Consumer Services,0.524030864,0.524030864,0.481216869,7.239754779,-0.000275179,0.000395894,1,0.000395894,-6.39E-05,0.000102977,0.000151165,0.232137864,0.288538324,-3.366404387,1.422582043,1.695081967,0.876477441,2.161333482,1.126455176,-2.366404387,0.000395894,20.15358433,2.465931673,0.488037507,0,
AA,3M Company,MMM,Egan-Jones Ratings Company,1/28/2015,Health Care,1.961487162,1.12720907,0.316272091,48.61160869,0.155746205,0.220797586,0.483140065,0.224222997,0.158495635,0.278026196,0.378060874,1.017653267,3.748498056,1.385307804,0.580766894,0.288642186,0.774675521,7.906654344,3.886321627,2.385307804,0.220797586,12.91175934,10.20640789,0.208227271,9.101826231,
AA,3M Company,MMM,Egan-Jones Ratings Company,10/27/2015,Health Care,1.543411071,0.852767631,0.252599045,50.08290943,0.159641937,0.225374909,0.491874215,0.229437801,0.147716853,0.266523438,0.41279467,0.925301058,3.555372871,1.794499488,0.642154166,0.290488055,0.772429907,7.926790281,3.062659847,2.794499488,0.225374909,12.34513781,10.26214834,0.212063157,9.080873672,
AA,3M Company,MMM,Egan-Jones Ratings Company,8/16/2013,Health Care,1.698186183,1.012269939,0.344225127,50.28489521,0.150918338,0.212561951,0.478280587,0.215930809,0.138867362,0.251880854,0.266198149,0.920149031,3.568076745,0.91692378,0.478330849,0.280554709,0.713769985,6.088869336,4.893679425,1.91692378,0.212561951,11.29094127,8.530576331,0.18842927,8.952751529,
AA,3M Company,MMM,Moody\s Investors Service,6/15/2012,Health Care,2.249586473,1.387061202,0.407829443,47.66657661,0.144642194,0.20367431,0.47002803,0.208638682,0.135469383,0.230410697,0.277756161,0.936582743,3.86264023,1.050324254,0.512272267,0.277565909,0.739023467,5.511644319,5.194071983,2.050324254,0.20367431,8.743915565,7.45800988,0.178447199,9.55143031,
BB,Kinross Gold Corporation,KGC,Moody\s Investors Service,3/16/2015,Basic Industries,4.280443415,1.977498345,1.69556585,17.94305167,-0.359980383,-0.328332804,-0.182038485,-0.358509073,-0.139397189,-0.126752127,-0.257650217,0.387235516,0.640791955,0.83824076,0.453515651,-0.096388718,0.423710945,0.386644353,0.896252279,1.848317159,-0.305224591,-24.6007708,0.912519153,0.301012607,9.71154302,
BB,Kinross Gold Corporation,KGC,Standard  Poor\s Ratings Services,2/18/2016,Basic Industries,3.266030208,1.656597321,1.502422343,12.9391914,-0.325765022,-0.279339493,-0.124271018,-0.250049145,-0.128538925,-0.107569381,-0.255650117,0.394575588,0.664431722,0.977605225,0.491532435,-0.166197513,0.373890609,0.316536298,0.921214112,1.988892603,-0.24788677,23.19902035,0.84660136,0.317475919,9.039778714,
BBB,Kinross Gold Corporation,KGC,Fitch Ratings,3/3/2014,Basic Industries,3.374666854,1.404965633,1.113059335,20.0969705,-0.990051594,-0.970895621,-0.588252414,-0.765789126,-0.363760973,-0.3788151,-0.622198204,0.367416178,0.574156501,0.697838377,0.407983124,-0.019730208,-0.161090573,-0.152877019,0.69597197,1.710458929,-0.959571372,-2.315843024,0.949012819,0.286281254,11.02442608,
BB,Louisiana-Pacific Corporation,LPX,Standard  Poor\s Ratings Services,9/7/2016,Basic Industries,4.442744755,2.999562937,2.881555944,3.628100654,0.067072625,0.073833617,0.228082744,0.091340557,0.073749508,0.091489126,0.125282261,1.099547066,2.528759058,0.698753868,0.411333202,0.121285628,0.635407537,1.516736402,4.631101813,1.698753868,0.073833617,7.686647727,2.387029289,0.153264082,7.737881508,
B,Louisiana-Pacific Corporation,LPX,Moody\s Investors Service,6/15/2012,Basic Industries,4.708243728,6.827956989,2.437275986,143.5091016,-0.133613383,-0.126685828,0.083056968,-0.103250055,-0.084723585,-0.085932813,-0.181136977,0.634095051,1.734722577,1.137975822,0.532267863,0.227457824,1.532338308,-0.462462462,3.145645646,2.137975822,-0.126685828,-26.03464052,-0.301801802,-0.029626354,10.17334424,
AA,Hormel Foods Corporation,HRL,Egan-Jones Ratings Company,3/21/2014,Consumer Non-Durables,2.611466195,1.264781399,0.553582931,23.00108071,0.060127034,0.091240696,0.16143417,0.091240696,0.107043093,0.193255549,0.158926198,1.780282269,9.160841298,0.484693631,0.326460369,0.33616612,0.832610281,2.009114056,1.665046138,1.484693631,0.091240696,6.235759473,2.413030566,0.072878224,18.94949959,
A,Hormel Foods Corporation,HRL,Moody\s Investors Service,6/15/2012,Consumer Non-Durables,2.567806411,1.285447181,0.595140493,21.31770142,0.060062021,0.091048499,0.168980109,0.091048499,0.111722742,0.207384156,0.17849816,1.860122925,8.703754864,0.597688684,0.374095836,0.333372285,0.802415598,1.477390632,2.024095888,1.597688684,0.091048499,4.373515761,1.841178855,0.062124569,16.81564237,
AA,Hormel Foods Corporation,HRL,Egan-Jones Ratings Company,6/9/2015,Consumer Non-Durables,2.233988553,0.992111592,0.350033309,23.88051488,0.064690902,0.098983111,0.167984113,0.098983111,0.110469041,0.204880461,0.16714665,1.707644174,9.299823212,0.513063285,0.339089112,0.342813332,0.786929342,2.227878186,1.27983185,1.513063285,0.098983111,6.353608947,2.83110321,0.080169437,16.01363725,
AA,Hormel Foods Corporation,HRL,Egan-Jones Ratings Company,9/24/2015,Consumer Non-Durables,1.699332386,0.7902745,0.28602294,23.86439491,0.074060681,0.114114706,0.195229679,0.115213275,0.111743792,0.214613202,0.171599305,1.508814005,9.156376299,0.53564956,0.348809764,0.349885493,0.85477403,3.210976552,1.339498319,1.53564956,0.114114706,7.915500194,3.756520949,0.107081894,15.05153669,
A,Hormel Foods Corporation,HRL,Egan-Jones Ratings Company,6/18/2013,Consumer Non-Durables,2.951397685,1.611110263,0.867846878,22.48540702,0.060754471,0.09213527,0.161815624,0.09213527,0.109564795,0.200741675,0.177356971,1.803403005,8.903026566,0.618740501,0.382235757,0.334118826,0.744480775,1.463103399,2.883768684,1.618740501,0.09213527,4.093476611,1.965266866,0.06290873,17.87828505,
BBB,HollyFrontier Corporation,HFC,Egan-Jones Ratings Company,4/1/2015,Energy,2.223902292,1.304136237,0.453878567,10.89413897,0.014232309,0.023653727,0.108198169,0.026084065,0.030473727,0.058589562,0.050925631,2.141165401,5.384584389,0.671132366,0.401603356,0.301972193,0.360658374,1.38709105,5.283305364,1.671132366,0.023653727,8.615023705,3.84599707,0.038382081,15.90583754,
BBB,HollyFrontier Corporation,HFC,Egan-Jones Ratings Company,8/28/2015,Energy,1.682593262,0.653637225,0.077308669,9.704845625,0.05590765,0.091295914,0.226523653,0.093999133,0.088230164,0.160549779,0.14087998,1.57814117,3.216474045,0.596732602,0.373721061,0.335984405,0.406264227,2.108752669,1.115619586,1.596732602,0.091295914,4.761654211,5.19059402,0.074001505,14.29080378,
A,HollyFrontier Corporation,HFC,Egan-Jones Ratings Company,6/11/2014,Energy,2.326943726,1.417783922,0.561426464,12.83261626,0.036499085,0.057508274,0.137314291,0.061807509,0.073169046,0.138315982,0.122648101,2.004681637,5.939016013,0.676229328,0.403422919,0.337740502,0.570545138,2.474331276,8.308907838,1.676229328,0.057508274,6.117451333,4.336784437,0.043112592,13.12248524,
BB,HollyFrontier Corporation,HFC,Moody\s Investors Service,6/15/2012,Energy,1.772162761,1.231533996,0.600558146,34.21353133,0.066284215,0.106330647,0.178726319,0.11215032,0.099218091,0.213607727,0.196655464,1.496858489,5.057323435,0.982052494,0.495472495,0.354506166,0.74977118,6.331707533,11.29779917,1.982052494,0.106330647,2.313889063,8.444853173,0.086686005,5.652996426,
BBB,HollyFrontier Corporation,HFC,Egan-Jones Ratings Company,6/13/2013,Energy,2.701974198,1.826906804,1.062410695,11.52242946,0.085968629,0.083376736,0.211544442,0.143556101,0.167215849,0.193104936,0.285343652,1.945079856,6.28876702,0.706439038,0.413984339,0.613672386,0.825382649,6.684980686,11.63376995,1.706439038,0.083376736,3.171361893,8.099250325,0.082758939,12.05389868,
BBB,HollyFrontier Corporation,HFC,Standard  Poor\s Ratings Services,11/16/2016,Energy,2.631954093,1.489921337,0.655982253,16.60142515,-0.024720996,-0.016281215,0.167978682,-0.009480813,-0.027603048,-0.020537012,-0.055635779,1.116583141,2.628373874,1.015566517,0.503861574,-0.113161239,0.382014077,1.306500247,6.443614744,2.015566517,-0.016281215,25.46236372,3.420031686,0.057164783,9.371444119,
BB,NorbordInc.,OSB,Standard  Poor\s Ratings Services,11/18/2015,Basic Industries,1.660098522,0.709359606,0.044334975,32.65407555,-0.037110669,-0.055003313,0.08813784,0.020543406,-0.034250765,-0.019553073,-0.107899807,0.92293578,1.197619048,2.150289017,0.682568807,0.325301205,-1.833333333,-0.514957762,0.105332269,3.150289017,-0.018555335,38.27083369,0.280886052,0.015904573,6.845771144,
A,eBayInc.,EBAY,Egan-Jones Ratings Company,7/21/2015,Miscellaneous,3.492708794,2.98276624,0.809544852,26.295973,0.200768156,0.280027933,0.793878026,0.25570298,0.096991847,0.155005798,0.262317518,0.483103739,5.528957529,1.70453163,0.630250211,0.190773067,0.834366477,2.785596026,5.075331126,2.70453163,0.280027933,11.54184466,3.338576159,0.46939013,5.074498567,
A,eBayInc.,EBAY,Egan-Jones Ratings Company,10/17/2013,Miscellaneous,1.842155234,0.785188702,0.355566105,20.44837041,0.177977192,0.000560852,0.68617187,0.210070418,0.068839182,0.000311969,0.12077642,0.386786541,5.814130435,0.754472026,0.43002796,67.77777778,0.74974975,2.891891892,6.969111969,1.754472026,0.000560852,5.996876965,3.857142857,0.311273135,16.29773463,
A,eBayInc.,EBAY,Egan-Jones Ratings Company,4/27/2015,Miscellaneous,1.513376305,0.621470538,0.360960584,16.24986035,0.002569545,0.197240532,0.679812311,0.196290917,0.001019232,0.127930147,0.002310861,0.39665869,6.16884907,1.267256104,0.558938226,0.986972529,0.776114145,3.521982414,8.071942446,2.267256104,0.197240532,5.837092326,4.537969624,0.317115406,14.29426434,
BB,Booz Allen Hamilton Holding Corporation,BAH,Moody\s Investors Service,6/20/2016,Consumer Services,1.370101555,1.253868696,0.244073574,59.32356292,0.044090832,0.073163,0.50825363,0.086984267,0.080823481,0.19024806,1.24703214,1.833113061,47.36385105,14.42908235,0.935187331,0.397361616,0.883722956,0.001883703,0.001425013,15.42908235,0.073163,7504.366114,0.002131554,0.058762373,5.38349574,
